EpisodeLength,Reward,step,model_number,RunID,Env,Selection,Crossover,LR
200,-1325.2927064220264,0,49,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1418.693250417432,1,0,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1950.4891718779793,1,1,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1416.773281139315,1,2,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1336.1123926408727,1,3,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-994.8788263884774,1,4,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1243.6369117738973,1,5,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1389.63926245509,1,6,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1390.2076880611469,1,7,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1100.8848236032243,1,8,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1425.769654110394,1,9,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1203.4856608748823,1,10,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1511.886826343976,1,11,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1432.6564837602891,1,12,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-910.7933423259706,1,13,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1329.7447154573154,1,14,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-953.3612034519032,1,15,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1511.0663860929935,1,16,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1814.5934180133129,1,17,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1194.399233810279,1,18,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1368.3586358606758,1,19,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1345.9951177221403,1,20,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1400.8778592316442,1,21,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1474.1790111157284,1,22,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1419.5506983045864,1,23,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1441.6424927203234,1,24,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1190.8579525572698,1,25,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1205.50295960364,1,26,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1332.5066801326093,1,27,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1443.2882994753793,1,28,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1726.5582827750268,1,29,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1221.9473257140626,1,30,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1412.4921483932806,1,31,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1395.2137882284094,1,32,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1458.4155468914016,1,33,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1192.1548814899281,1,34,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1215.4100721920406,1,35,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1045.7990106190027,1,36,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1311.111360132555,1,37,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-974.8728697214168,1,38,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1292.6305465421985,1,39,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1065.3319224531597,1,40,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1457.1980583409245,1,41,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1087.8170935073847,1,42,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1380.6803483591807,1,43,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1177.115625814578,1,44,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1479.468242714546,1,45,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1580.998650036154,1,46,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1166.6251351881401,1,47,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-200.0,0,0,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,1,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,2,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,3,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,4,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,5,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,6,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,7,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,8,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,9,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,10,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,11,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,12,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,13,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,14,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,15,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,16,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,17,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,18,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,19,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,20,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,21,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,22,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,23,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,24,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,25,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,26,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,27,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,28,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,29,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,30,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,31,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,32,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,33,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,34,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,35,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,36,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,37,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,38,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,39,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,40,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,41,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,42,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,43,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,44,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,45,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,46,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,47,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,48,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,49,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,0,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,1,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,2,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,3,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,4,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,5,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,6,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,7,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,8,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,9,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,10,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,11,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,12,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,13,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,14,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,15,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,16,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,17,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,18,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,19,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,20,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,21,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,22,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,23,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,24,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,25,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,26,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,27,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,28,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,29,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,30,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,31,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,32,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,33,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,34,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,35,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,36,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,37,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,38,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,39,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,40,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,41,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,42,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,43,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,44,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,45,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,46,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,47,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,48,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,1,49,11,MountainCar-v0,TournamentPolicy,MeanPolicy,DecayingLR
200,-200.0,0,0,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,1,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,2,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,3,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,4,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,5,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,6,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,7,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,8,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,9,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,10,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,11,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,12,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,13,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,14,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,15,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,16,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,17,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,18,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,19,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,20,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,21,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,22,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,23,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,24,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,25,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,26,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,27,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,28,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,29,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,30,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,31,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,32,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,33,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,34,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,35,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,36,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,37,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,38,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,39,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,40,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,41,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,42,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,43,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,44,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,45,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,46,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,47,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,48,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,49,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,0,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,1,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,2,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,3,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,4,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,5,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,6,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,7,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,8,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,9,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,10,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,11,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,12,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,13,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,14,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,15,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,16,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,17,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,18,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,19,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,20,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,21,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,22,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,23,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,24,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,25,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,26,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,27,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,28,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,29,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,30,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,31,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,32,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,33,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,34,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,35,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,36,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,37,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,38,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,39,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,40,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,41,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,42,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,43,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,44,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,45,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,46,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,47,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,48,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,1,49,10,MountainCar-v0,TournamentPolicy,JigglePolicy,DecayingLR
200,-200.0,0,0,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,1,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,2,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,3,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,4,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,5,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,6,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,7,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,8,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,9,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,10,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,11,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,12,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,13,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,14,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,15,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,16,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,17,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,18,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,19,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,20,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,21,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,22,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,23,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,24,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,25,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,26,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,27,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,28,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,29,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,30,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,31,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,32,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,33,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,34,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,35,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,36,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,37,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,38,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,39,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,40,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,41,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,42,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,43,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,44,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,45,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,46,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,47,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
200,-200.0,0,48,9,MountainCar-v0,RoulettePolicy,MeanPolicy,DecayingLR
